age,marital,dwelling,edu,foodins,weight,female,immigr,rural,children,household,joblose,finimpact,pfg,anx2,nmissingvars,finimp3,fooddich,_est_est1,_est_est2,_est_est3,_est_est4
"75 years and older","Widowed/Separated/Divorced","Other","High school diploma or a high school equivalency certificate","Food secure",4377.944,1,0,1,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4968.229,1,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1150.569,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",8184.09,1,0,0,"No Child",2,"Not expected","No impact",1,1,1,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",26662.02,1,1,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Food secure",5718.42,1,0,0,"No Child",1,"Might lose","Too soon",1,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",727.1455,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1672.355,1,0,0,"No Child",2,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2147.928,1,0,0,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3236.542,1,1,0,"No Child",1,"Valid skip","Major",0,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2600.631,1,0,0,"No Child",2,"Valid skip","Too soon",1,1,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",4196.326,1,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",6677.151,1,0,0,"No Child",3,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4869.228,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Other","Less than high school diploma or its equivalent","Food secure",14251.01,1,0,0,"No Child",2,"Valid skip","Minor",1,1,1,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",13592.63,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1551.393,1,0,0,"No Child",2,"Might lose","Minor",1,1,0,"Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4482.817,1,0,1,"No Child",2,"Valid skip","Too soon",1,1,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",5054.158,1,0,1,"No Child",2,"Might lose","Major",0,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",8176.843,1,0,0,"No Child",1,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","University certificate, diploma, degree above the BA level","Food secure",6125.509,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",2880.648,1,1,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1060.878,1,1,0,"No Child",1,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",25084.56,1,1,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",861.2364,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","Other","College/CEGEP/other non-university certificate or diploma","Food secure",21709.13,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",27046.99,1,0,0,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2347.517,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",5319.719,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",896.2908,1,1,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","Trade certificate or diploma","Food secure",1668.053,1,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",6307.636,1,0,0,"No Child",1,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1139.833,1,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",59923.25,1,1,0,"No Child",3,"Valid skip","Moderate",1,1,0,"Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",65195.21,1,1,0,"No Child",5,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"15 to 24 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",5993.147,1,0,0,"No Child",2,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",10893,1,1,0,"No Child",2,"Valid skip","Too soon",1,1,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1462.293,1,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1921.138,1,0,0,"No Child",2,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4019.314,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","Trade certificate or diploma","Food secure",5808.35,1,0,0,"No Child",1,"Valid skip","Major",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1322.174,1,0,0,"No Child",2,"Valid skip","No impact",0,0,1,"No Impact",0,1,1,1,1
"75 years and older","Married/Common law","Other","College/CEGEP/other non-university certificate or diploma","Food secure",6632.562,1,0,1,"No Child",2,"Valid skip","Major",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","High school diploma or a high school equivalency certificate","Marginally food insecure",2255.265,1,0,1,"No Child",1,"Valid skip","Minor",0,0,0,"Impact",1,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",13655.82,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Moderately food insecure",6736.462,1,1,0,"No Child",4,"Valid skip","Major",1,1,0,"Impact",1,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",2772.991,1,0,0,"No Child",2,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1922.859,1,0,0,"No Child",3,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2700.456,1,0,0,"No Child",3,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",746.5707,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2368.17,1,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Severely food insecure",1926.472,1,0,1,"No Child",2,"Might lose","Major",1,1,0,"Impact",1,1,1,1,1
"45 to 54 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",10393.07,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","Trade certificate or diploma","Food secure",19370.15,1,0,0,"No Child",1,"Valid skip","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Other","University certificate or diploma below the bachelor's level","Food secure",1225.769,1,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","High school diploma or a high school equivalency certificate","Food secure",1100.907,1,0,1,"No Child",1,"Might lose","No impact",0,0,0,"No Impact",0,1,1,1,1
"15 to 24 years old","Never married","High-rise apartment 5 or more stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",18352.5,1,0,0,"No Child",2,"Not expected","Minor",1,1,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",778.1783,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","Trade certificate or diploma","Food secure",2199.119,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",2296.913,1,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Moderately food insecure",2910.386,1,0,0,"No Child",1,"Not expected","Moderate",1,0,0,"Impact",1,1,1,1,1
"45 to 54 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",9603.405,1,0,0,"No Child",1,"Not expected","Too soon",0,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","University certificate, diploma, degree above the BA level","Food secure",781.7855,1,0,1,"No Child",1,"Not expected","Minor",1,0,1,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",2457.034,1,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",761.1855,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Other","University certificate, diploma, degree above the BA level","Food secure",2254.419,1,0,0,"No Child",1,"Not expected","Minor",1,1,0,"Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","Less than high school diploma or its equivalent","Marginally food insecure",2489.206,1,0,1,"No Child",1,"Valid skip","Major",0,1,1,"Impact",1,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",5121.249,1,0,1,"No Child",2,"Valid skip","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",6519.448,1,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1189.652,1,0,1,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",22829.26,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2698.827,1,0,0,"No Child",1,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4114.208,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2961.788,1,0,0,"No Child",2,"Not expected","Too soon",0,0,1,"Too soon",0,1,1,1,1
"45 to 54 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",934.1802,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",1804.286,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",2016.819,1,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"15 to 24 years old","Never married","Other","High school diploma or a high school equivalency certificate","Moderately food insecure",15676.03,1,0,0,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",1,1,1,1,1
"25 to 34 years old","Never married","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",14367.51,1,1,0,"No Child",2,"Not expected","Moderate",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Marginally food insecure",2261.706,1,0,1,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",1,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",3979.031,1,0,1,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1097.129,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1928.466,1,0,1,"No Child",1,"Valid skip","Moderate",1,0,2,"Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Severely food insecure",66939.23,1,0,0,"No Child",5,"Valid skip","Too soon",1,1,0,"Too soon",1,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",5768.133,1,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",10505.07,1,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",7522.28,1,0,0,"No Child",3,"Valid skip","Minor",0,1,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",15097.15,1,0,0,"No Child",2,"Valid skip","No impact",1,1,0,"No Impact",0,1,1,1,1
"15 to 24 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",55337.03,1,0,0,"No Child",3,"Valid skip","Major",0,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Food secure",4794.854,1,0,0,"No Child",1,"Might lose","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",3712.386,1,0,0,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Other","College/CEGEP/other non-university certificate or diploma","Food secure",1462.293,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4267.897,1,0,0,"No Child",2,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",1444.588,1,1,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Other","High school diploma or a high school equivalency certificate","Food secure",5186.316,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","High-rise apartment 5 or more stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",14875.89,1,1,0,"No Child",2,"Valid skip","Major",0,0,0,"Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",11977.33,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",22826.38,1,0,0,"No Child",4,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",3684.907,1,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1770.38,1,0,1,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",731.8366,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",2241.625,1,0,0,"No Child",1,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",43137.57,1,1,0,"No Child",4,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",6594.979,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",10574.08,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","University certificate or diploma below the bachelor's level","Food secure",17946.23,1,0,1,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1955.665,1,0,1,"No Child",3,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","High-rise apartment 5 or more stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",785.7268,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","High-rise apartment 5 or more stories","College/CEGEP/other non-university certificate or diploma","Food secure",6621.717,1,1,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",5598.044,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","High-rise apartment 5 or more stories","College/CEGEP/other non-university certificate or diploma","Food secure",1027.515,1,0,0,"No Child",1,"Valid skip","Minor",1,0,1,"Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",4890.202,1,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","University certificate, diploma, degree above the BA level","Marginally food insecure",1312.885,1,0,0,"No Child",1,"Not expected","Moderate",1,0,0,"Impact",1,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",1831.965,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",1204.236,1,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Marginally food insecure",644.814,1,0,0,"No Child",2,"Valid skip","Too soon",1,0,0,"Too soon",1,1,1,1,1
"65 to 74 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",888.3237,1,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"15 to 24 years old","Married/Common law","Other","College/CEGEP/other non-university certificate or diploma","Marginally food insecure",1995.367,1,0,1,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",1,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3849.27,1,0,1,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1968.929,1,0,0,"No Child",1,"Valid skip","No impact",1,1,1,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",34353.31,1,0,0,"No Child",4,"Valid skip","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","College/CEGEP/other non-university certificate or diploma","Food secure",756.8785,1,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",19029.01,1,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",5114.432,1,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",717.5318,1,0,1,"No Child",1,"Not expected","Moderate",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2295.245,1,0,0,"No Child",3,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"25 to 34 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",6418.361,1,0,0,"No Child",3,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2230.03,1,0,0,"No Child",2,"Valid skip","No impact",0,1,0,"No Impact",0,1,1,1,1
"15 to 24 years old","Never married","Other","High school diploma or a high school equivalency certificate","Moderately food insecure",1650.966,1,0,1,"No Child",2,"Not expected","Major",1,1,0,"Impact",1,1,1,1,1
"55 to 64 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2094.431,1,0,1,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",2961.586,1,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",5882.399,1,0,0,"No Child",3,"Not expected","Minor",0,1,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Marginally food insecure",7134.529,1,1,0,"No Child",1,"Might lose","Major",0,0,0,"Impact",1,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1155.917,1,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",15780.12,1,1,1,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",6074.179,1,0,1,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1169.96,1,0,0,"No Child",1,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",5926.542,1,0,0,"No Child",2,"Not expected","Too soon",1,0,0,"Too soon",0,1,1,1,1
